_dataset,actionability_score,activity_tags,address,aggregator_domain,candidate_id,candidate_status,capacity_max_detected,capacity_text,category,city,confidence_score,constraints_tags,contact,dedupe_key,department,description,email_questions,evidence_text,fit_beyond_score,formal_completeness_score,formal_extraction_status,formal_scrape_checked_at,formal_scrape_content_type,geo_status,is_aggregator,last_seen_at,lat,lon,missing_formal_fields,name,observation_count,page_type,price_score,price_text,rental_decision_needed,rental_email_question,rental_negative_signals,rental_positive_signals,rental_possible_confidence,rental_possible_status,source_confidence,source_domain,source_reliability,source_url,space_tags,specific_rental_page_url,website
candidate,55,repetition,Seine-et-Marne,,obs_legacy-source-records_3586f9925d,new,0,,unknown,Seine-et-Marne,0.3,,,studio_d'enregistrement_/_de_répétition_-_seine-et-marne_(77)_-_easyzic_seine-et,77,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Studio d'enregistrement / de répétition - Seine-et-Marne (77) - EasyZic,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,easyzic.com,S3,"https://www.easyzic.com/annuaire/etablissements/meaux-chelles-melun-pontault-combault-champs-sur-marne-savigny-le-temp,l77.html?id_libelle=60",,,
candidate,55,sport,Val-d'Oise,,venue_venue_annuaire-entreprises.data.gouv.fr_association dojo val d oise a 95000 cergy_val-d'oise,new,0,,gymnase,Val-d'Oise,0.3,,,association_dojo_val_d_oise_à_95000_cergy_val-d'oise,95,,,,55,0/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,None,None,"address, phone, email, price, capacity, rental_restrictions",Association DOJO VAL D OISE à 95000 CERGY,1,municipal_facility_page,0,,yes,,,,0.3,unclear,0.3,annuaire-entreprises.data.gouv.fr,S3,https://annuaire-entreprises.data.gouv.fr/entreprise/dojo-val-d-oise-482095262,,,https://annuaire-entreprises.data.gouv.fr/entreprise/dojo-val-d-oise-482095262
candidate,55,"arts_martiaux, sport",1 rue Alexandre Dumas 95220 Herblay-sur-Seine https://herblaysurseine.fr/mes-loisirs/sport/les-g,,venue_venue_valdoise-tourisme.com_dojo regional dherblaysurseine val doise tourisme_val-d'oise,new,0,,gymnase,Val-d'Oise,0.3,,,dojo_régional_d'herblay-sur-seine_-_val_d'oise_tourisme_..._val-d'oise,95,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.997598,2.14544,"address, postal_code, phone, email, price, capacity, rental_restrictions",Dojo Régional d'Herblay-sur-Seine - Val d'Oise Tourisme ...,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,valdoise-tourisme.com,S3,https://www.valdoise-tourisme.com/fiches/dojo-regional-dherblay-sur-seine,,,https://www.valdoise-tourisme.com/fiches/dojo-regional-dherblay-sur-seine
candidate,55,reunion,4 rue Léonard de Vinci 91090,,venue_venue_essonne.gouv.fr_dojo gerard bailo saintegenevievedesbois essonnegouvfr_essonne,new,0,,salle_de_reunion,Essonne,0.5,,,dojo_gérard_bailo_-_sainte-geneviève-des-bois_-_essonne.gouv.fr_essonne,91,,,capacity: 150 places,55,1/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,48.603934,2.411162,"address, postal_code, phone, email, price, rental_restrictions",Dojo Gérard Bailo - Sainte-Geneviève-des-Bois - Essonne.gouv.fr,1,municipal_facility_page,0,,yes,,,,0.3,unclear,0.5,essonne.gouv.fr,S3,https://www.essonne.gouv.fr/Jeux-Olympiques-et-Paralympiques-de-Paris-2024/Les-Centres-de-Preparation-aux-Jeux-CPJ/Judo/Dojo-Gerard-Bailo-Sainte-Genevieve-des-Bois,,,https://www.essonne.gouv.fr/Jeux-Olympiques-et-Paralympiques-de-Paris-2024/Les-Centres-de-Preparation-aux-Jeux-CPJ/Judo/Dojo-Gerard-Bailo-Sainte-Genevieve-des-Bois
candidate,55,repetition,1 place achetée = 1 place offerte Offres du jour Offres limitées Invitations Offres privilèges Tou,,venue_venue_billetreduc.com_seinesaintdenis 93 mc93 salle de repetition_seine-saint-denis,new,0,,salle_de_reunion,Seine-Saint-Denis,0.5,,,seine-saint-denis_(93)_:_mc93_-_salle_de_répétition_seine-saint-denis,93,,,capacity: 100 places,55,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, rental_restrictions",Seine-Saint-Denis (93) : Mc93 - Salle De Répétition,1,official_venue_page,0,,yes,,,,0.3,unclear,0.5,billetreduc.com,S3,https://www.billetreduc.com/8536/salle.htm,,,https://www.billetreduc.com/8536/salle.htm
candidate,55,"yoga, danse",place for your classes? YogaSearcher offers you perfectl,,venue_venue_yogasearcher.com_yoga room rental wellness area private lessons_paris,new,0,,studio_yoga,Paris,0.55,,,yoga_room_rental_–_wellness_area_&_private_lessons_paris,75,,,address: place for your classes? YogaSearcher offers you perfectl,55,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"postal_code, phone, email, price, capacity, rental_restrictions",Yoga room rental – Wellness area & private lessons,1,official_venue_page,0,,yes,,,,0.3,unclear,0.55,yogasearcher.com,S3,https://yogasearcher.com/pages/location-salle-yoga,,,https://yogasearcher.com/pages/location-salle-yoga
candidate,95,repetition,Hauts-de-Seine,,venue_venue_mpaa.fr_venir repeter mpaa maison des pratiques artistiques amateurs_hauts-de-seine,to_contact,0,,salle_louable,Hauts-de-Seine,0.82,,,venir_répéter_|_mpaa_-_maison_des_pratiques_artistiques_amateurs_hauts-de-seine,92,,,rental_possible: réserv | price: 20 €,95,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, capacity, rental_restrictions",Venir répéter | MPAA - Maison des pratiques artistiques amateurs,1,official_rental_page,0,20€/h,no,,,,0.85,possible,0.82,mpaa.fr,S4,https://www.mpaa.fr/salles-repetition,,,https://www.mpaa.fr/salles-repetition
candidate,55,repetition,9 Boulevard Lénine 93000 Bobigny France,,venue_venue_locations.filmfrance.net_mc93 maison de la culture de seinesaintdenis salle de_seine-saint-denis,new,0,,unknown,Seine-Saint-Denis,0.3,,,mc93_-_maison_de_la_culture_de_seine-saint-denis_-_salle_de_..._seine-saint-deni,93,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.906508,2.43957,"address, phone, email, price, capacity, rental_restrictions",MC93 - Maison de la Culture de Seine-Saint-Denis - Salle de ...,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,locations.filmfrance.net,S3,https://locations.filmfrance.net/fr/location/mc93-maison-de-la-culture-de-seine-saint-denis-bobigny-salle-de-lecture,,,https://locations.filmfrance.net/fr/location/mc93-maison-de-la-culture-de-seine-saint-denis-bobigny-salle-de-lecture
candidate,60,,9 Av. Roger Semat,,venue_venue_dojoici.com_dojo a saintdenis 93200_seine-saint-denis,new,0,,unknown,Seine-Saint-Denis,0.57,,0613387245,"dojo_à_saint-denis,_93200._seine-saint-denis",93,,,,60,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.946386,2.357045,"address, email, price, capacity, rental_restrictions","Dojo à Saint-Denis, 93200.",1,official_venue_page,0,,yes,,,,0.3,unclear,0.57,dojoici.com,S3,https://dojoici.com/ville/saint-denis_93200,,,https://dojoici.com/ville/saint-denis_93200
candidate,60,,14 Rue Louis morard 75014 PARIS France Caractéristiques Situation 48.8287098,,obs_legacy-source-records_1f3c5e139c,new,0,,unknown,Paris,0.67,,0681434891 — confiance-detente@live.fr,espace_bien_etre_paris_14_-_yogmee_paris,75,,,,60,2/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.828703,2.320805,"address, postal_code, price, capacity, rental_restrictions",ESPACE BIEN ETRE PARIS 14 - YogMee,1,official_venue_page,0,,yes,,,,0.3,unclear,0.67,yogmee.fr,S3,https://www.yogmee.fr/salles/espace-bien-etre-paris-14,,https://www.yogmee.fr/salles/espace-bien-etre-paris-14,
candidate,90,"yoga, atelier, meditation, photo",rue au calme. La salle a pignon sur rue d'un côté et d,,venue_venue_namasteom.com_location salle yoga paris 12_paris,to_contact,0,,studio_yoga,Paris,0.78,,,location_salle_yoga_paris_12_paris,75,,,rental_possible: Location de | capacity: 12 personnes | address: rue au calme. La salle a pignon sur rue d'un côté et d,90,2/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.843487,2.408235,"postal_code, phone, email, price, rental_restrictions",location salle yoga paris 12,1,official_rental_page,0,,no,,,,0.85,possible,0.78,namasteom.com,S4,https://www.namasteom.com/location-salle,,,https://www.namasteom.com/location-salle
candidate,60,meditation,"1 Boulevard Félix Faure""}} {""@context"":""https://schema.org/""",,venue_venue_maison-lecomte.com_coworking beaute maison lecomte saintdenis 93_seine-saint-denis,new,0,8m²,unknown,Seine-Saint-Denis,0.5,,,coworking_beauté_|_maison_lecomte_|_saint-denis_(93)_seine-saint-denis,93,,,capacity: 8 m²,60,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.805753,2.286487,"address, postal_code, phone, email, price, rental_restrictions",Coworking Beauté | Maison Lecomte | Saint-denis (93),1,official_venue_page,0,,yes,,,,0.3,unclear,0.5,maison-lecomte.com,S3,https://www.maison-lecomte.com,,,https://www.maison-lecomte.com
candidate,60,repetition,"2 avenue Bauffremont 78170 la Celle Saint-Cloud 0139184515 accueil@lakab.org {""prefetch"":[{""source""",,venue_venue_lakab.org_studios de repetitions accueil la kab_yvelines,new,0,,unknown,Yvelines,0.55,,,studios_de_répétitions_-_-_accueil_la_kab'_-_yvelines,78,,,price: 12€,60,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.844144,2.131256,"address, postal_code, phone, email, capacity, rental_restrictions",Studios de répétitions - - Accueil La KAB' -,1,official_venue_page,0,12€/h,yes,,,,0.3,unclear,0.55,lakab.org,S3,https://lakab.org/studios-de-repetitions-yvelines,,,https://lakab.org/studios-de-repetitions-yvelines
candidate,40,"reunion, musique, repetition","14 Rue Léo Lagrange""}} {""@context"":""https://schema.org/""",,venue_venue_accordmajeur.org_studios de repetition associatifs essonne accord majeur_essonne,rejected,0,,salle_louable,Essonne,0.7,,,studios_de_répétition_associatifs_|_essonne_|_accord_majeur_essonne,91,,,rental_possible: cours de ,40,0/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.633317,2.309546,"address, postal_code, phone, email, price, capacity, rental_restrictions",Studios de répétition associatifs | Essonne | Accord Majeur,1,official_rental_page,0,,no,,,,0.7,unlikely,0.7,accordmajeur.org,S4,https://www.accordmajeur.org,,,https://www.accordmajeur.org
candidate,95,meditation,179 rue Jean Duez 59171 Hornaing L’Etang Présent,,venue_venue_letangpresent.fr_location salle bienetre hautsdefrance gite et yourte_hauts-de-seine,to_contact,0,35m²,salle_louable,Hauts-de-Seine,0.77,,,location_salle_bien-être_hauts-de-france_|_gîte_et_yourte_hauts-de-seine,92,,,rental_possible: Location salle | capacity: 35 m²,95,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, rental_restrictions",Location salle bien-être Hauts-de-France | Gîte et yourte,1,official_rental_page,0,,no,,,,0.85,possible,0.77,letangpresent.fr,S4,https://letangpresent.fr/location-salle-bien-etre-hauts-de-france,,,https://letangpresent.fr/location-salle-bien-etre-hauts-de-france
candidate,60,"theatre, repetition",Val-d'Oise,,venue_venue_artistictheatre.com_salle de repetition theatre artistic athevains_val-d'oise,new,0,18m²,theatre,Val-d'Oise,0.5,['Conditions'],,salle_de_repetition_-_théâtre_artistic_athévains_val-d'oise,95,,,,60,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price",Salle de repetition - Théâtre Artistic Athévains,1,official_venue_page,0,,yes,,,,0.3,unclear,0.5,artistictheatre.com,S3,https://artistictheatre.com/salle-repetition,,,https://artistictheatre.com/salle-repetition
candidate,55,meditation,Yvelines,,venue_venue_sensitivea.fr_location despaces pour professionnels du bienetre sensitivea_yvelines,new,0,,salle_louable,Yvelines,0.3,,,location_d'espaces_pour_professionnels_du_bien-être_-_sensitivea_yvelines,78,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Location d'espaces pour professionnels du bien-être - Sensitivea,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,sensitivea.fr,S3,https://sensitivea.fr/location-despaces,,,https://sensitivea.fr/location-despaces
candidate,90,"musique, theatre, danse, repetition",Paris,,venue_venue_izyshow.com_location salle de repetition paris izyshow_paris,to_contact,0,,theatre,Paris,0.85,,,location_salle_de_répétition_paris_|_izyshow_paris,75,,,rental_possible: Location Salle,90,0/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Location Salle de Répétition Paris | IZYSHOW,1,official_rental_page,0,,no,,,,0.85,possible,0.85,izyshow.com,S4,https://www.izyshow.com/salle-de-repetition-paris,,,https://www.izyshow.com/salle-de-repetition-paris
candidate,90,"yoga, danse, repetition, atelier, meditation",160 Rue Oberkampf,,venue_venue_inspirestudiosparis.com_ou repeter dans paris inspire studio_paris,to_contact,0,,studio_yoga,Paris,0.85,,,où_répéter_dans_paris_?_-_inspire_studio_paris,75,,,rental_possible: location de,90,0/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.866805,2.382435,"address, postal_code, phone, email, price, capacity, rental_restrictions",Où répéter dans Paris ? - Inspire Studio,1,official_rental_page,0,,no,,,,0.85,possible,0.85,inspirestudiosparis.com,S4,https://www.inspirestudiosparis.com/post/o%C3%B9-r%C3%A9p%C3%A9ter-dans-paris,,,https://www.inspirestudiosparis.com/post/o%C3%B9-r%C3%A9p%C3%A9ter-dans-paris
candidate,90,,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,,venue_venue_pavillon-napoleon.fr_location salle de formation dans le valdoise_val-d'oise,to_contact,0,,salle_louable,Val-d'Oise,0.85,,,location_salle_de_formation_dans_le_val-d'oise_val-d'oise,95,,,rental_possible: location de,90,0/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,49.005489,2.251049,"address, postal_code, phone, email, price, capacity, rental_restrictions",Location salle de formation dans le Val-d'Oise,1,official_rental_page,0,,no,,,,0.85,possible,0.85,pavillon-napoleon.fr,S4,https://www.pavillon-napoleon.fr/location-salle-de-formation-val-d-oise.html,,,https://www.pavillon-napoleon.fr/location-salle-de-formation-val-d-oise.html
candidate,90,"yoga, reunion, meditation",2 rue Ruisseau des Noirs,,venue_venue_yoga-institut.fr_location salle de reception a saint denis de la reunion_seine-saint-denis,to_contact,0,,studio_yoga,Seine-Saint-Denis,0.78,,,location_salle_de_réception_à_saint_denis_de_la_réunion_seine-saint-denis,93,,,rental_possible: Location de | address: 2 rue Ruisseau des Noirs,90,2/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"postal_code, phone, email, price, rental_restrictions",Location salle de réception à Saint Denis de la Réunion,1,official_rental_page,0,,no,,,,0.85,possible,0.78,yoga-institut.fr,S4,https://yoga-institut.fr/location,,,https://yoga-institut.fr/location
candidate,90,reception,Seine-Saint-Denis,,venue_venue_leboncoin.fr_evenements location de salle mariages et fetes seinesaintdenis_seine-saint-denis,to_contact,0,,salle_louable,Seine-Saint-Denis,0.68,,,"événements,_location_de_salle,_mariages_et_fêtes_seine-saint-denis_..._seine-sai",93,,,rental_possible: location de | price: 2 €,90,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, capacity, rental_restrictions","Événements, location de salle, mariages et fêtes Seine-Saint-Denis ...",1,official_rental_page,0,,no,,,,0.85,possible,0.68,leboncoin.fr,S4,https://www.leboncoin.fr/cl/evenements/dp_seine-saint-denis,,,https://www.leboncoin.fr/cl/evenements/dp_seine-saint-denis
candidate,55,"boxe, arts_martiaux",14 chemin des Aulnoyes,,venue_venue_dojo77.fr_boxe thai dojo 77 selfdefense boxes arts martiaux_seine-et-marne,new,0,,unknown,Seine-et-Marne,0.3,,,"boxe_thaï_-_dojo_77_:_self-défense,_boxes,_arts_martiaux_seine-et-marne",77,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.899187,2.808855,"address, postal_code, phone, email, price, capacity, rental_restrictions","Boxe thaï - DOJO 77 : Self-Défense, Boxes, Arts Martiaux",1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,dojo77.fr,S3,https://dojo77.fr/boxe-thai,,,https://dojo77.fr/boxe-thai
candidate,25,"boxe, arts_martiaux, arts_energiques",Seine-et-Marne,,venue_venue_dojo77.fr_dojo 77 accueil dojo 77 selfdefense boxes arts martiaux_seine-et-marne,rejected,0,,unknown,Seine-et-Marne,0.7,,,"dojo_77_-_accueil_-_dojo_77_:_self-défense,_boxes,_arts_martiaux_seine-et-marne",77,,,rental_possible: Cours de ,25,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions","Dojo 77 - Accueil - DOJO 77 : Self-Défense, Boxes, Arts Martiaux",1,official_venue_page,0,,no,,,,0.7,unlikely,0.7,dojo77.fr,S3,https://dojo77.fr,,,https://dojo77.fr
candidate,95,"musique, repetition",Yvelines,,venue_venue_lavoixenscene.com_studio denregistrement yvelines du bon son du mix du style_yvelines,to_contact,0,20m²,salle_louable,Yvelines,0.77,,,"studio_d'enregistrement_yvelines_-_du_bon_son,_du_mix,_du_style_✨_yvelines",78,,,rental_possible: Louer | capacity: 20 m²,95,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, rental_restrictions","Studio d'enregistrement Yvelines - Du bon son, du mix, du style ✨",1,official_rental_page,0,,no,,,,0.85,possible,0.77,lavoixenscene.com,S4,https://lavoixenscene.com/location-studios,,,https://lavoixenscene.com/location-studios
candidate,90,reception,Seine-et-Marne,,venue_venue_leboncoin.fr_evenements location de salle mariages et fetes seineetmarne 77_seine-et-marne,to_contact,0,,salle_louable,Seine-et-Marne,0.85,,,"événements,_location_de_salle,_mariages_et_fêtes_seine-et-marne_(77)_seine-et-ma",77,,,rental_possible: location de,90,0/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions","Événements, location de salle, mariages et fêtes Seine-et-Marne (77)",1,official_rental_page,0,,no,,,,0.85,possible,0.85,leboncoin.fr,S4,https://www.leboncoin.fr/cl/evenements/dp_seine-et-marne,,,https://www.leboncoin.fr/cl/evenements/dp_seine-et-marne
candidate,95,yoga,30 rue Etienne Dolet 94230 Cachan bus 187 et 162 arrêt,,venue_venue_la-victory.com_la victory espaces a louer cachan fr_cachan,to_contact,0,140m²,studio_yoga,Cachan,0.77,,,la_victory_•_espaces_à_louer_•_cachan_fr_cachan,94,,,rental_possible: official_rental_page type | address: 30 rue Etienne Dolet 94230 Cachan bus 187 et 162 arrêt,95,2/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"phone, email, price, rental_restrictions",La Victory • espaces à louer • Cachan FR,1,official_rental_page,0,,no,,,,0.8,possible,0.77,la-victory.com,S4,https://la-victory.com,,,https://la-victory.com
candidate,75,sport,36 AVENUE DU PRESIDENT WILSON ; COMPLEXE SPORTIF LEO LAGRANG,,venue_venue_ville-data.com_arts martiaux boxe mma a cachan et a proximite_cachan,to_contact,0,,unknown,Cachan,0.82,,,"arts_martiaux,_boxe,_mma_à_cachan_et_à_proximité_cachan",94,,,rental_possible: location salle | address: 36 AVENUE DU PRESIDENT WILSON ; COMPLEXE SPORTIF LEO LAGRANG,75,1/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,None,None,"postal_code, phone, email, price, capacity, rental_restrictions","Arts Martiaux, Boxe, MMA à Cachan et à proximité",1,municipal_facility_page,0,,no,,,,0.85,possible,0.82,ville-data.com,S3,https://ville-data.com/salle-de-combat-dojo/Cachan-94-94016,,,https://ville-data.com/salle-de-combat-dojo/Cachan-94-94016
candidate,90,"evenementiel, reception",00 Chemin Des Grèves 77167 Bagneaux-sur-Loing France Camping Fontainebleau » Location de salle en Se,,venue_venue_larivieredoree.com_location salle seine et marne la riviere doree_seine-et-marne,to_contact,0,,salle_louable,Seine-et-Marne,0.85,,,location_salle_seine_et_marne_-_la_rivière_dorée_seine-et-marne,77,,,rental_possible: Location salle,90,0/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.239952,2.704516,"address, postal_code, phone, email, price, capacity, rental_restrictions",Location salle Seine et Marne - La Rivière Dorée,1,official_rental_page,0,,no,,,,0.85,possible,0.85,larivieredoree.com,S4,https://www.larivieredoree.com/fr/location-salle,,,https://www.larivieredoree.com/fr/location-salle
candidate,55,"yoga, sport",Châtillon,,venue_venue_chatillon-yoga.fr_yoga a chatillon_châtillon,new,0,,"gymnase, studio_yoga",Châtillon,0.3,,,yoga_à_châtillon_châtillon,92,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Yoga à Châtillon,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,chatillon-yoga.fr,S3,https://www.chatillon-yoga.fr,,,https://www.chatillon-yoga.fr
candidate,90,cirque,50 Rue Grande,,venue_venue_chatillon-sur-indre.fr_maison des associations_châtillon,to_contact,0,,salle_louable,Châtillon,0.85,,,maison_des_associations_châtillon,92,,,rental_possible: Location de,90,0/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Maison des associations,1,official_rental_page,0,,no,,,,0.85,possible,0.85,chatillon-sur-indre.fr,S4,https://www.chatillon-sur-indre.fr/pages/maison-des-associations,,,https://www.chatillon-sur-indre.fr/pages/maison-des-associations
candidate,75,,Bagneux,,venue_venue_ville-data.com_arts martiaux boxe mma a bagneux_bagneux,to_contact,0,,unknown,Bagneux,0.85,,,"arts_martiaux,_boxe,_mma_à_bagneux_bagneux",92,,,rental_possible: location salle,75,0/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions","Arts Martiaux, Boxe, MMA à Bagneux",1,municipal_facility_page,0,,no,,,,0.85,possible,0.85,ville-data.com,S3,https://ville-data.com/salle-de-combat-dojo/Bagneux-92-92007,,,https://ville-data.com/salle-de-combat-dojo/Bagneux-92-92007
candidate,55,meditation,Yvelines,,venue_venue_destination-yvelines.fr_weekend spa voyage au pays du bienetre destination yvelines_yvelines,new,0,,unknown,Yvelines,0.3,,,weekend_spa_:_voyage_au_pays_du_bien-être_-_destination_yvelines_yvelines,78,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, price, capacity, rental_restrictions",Weekend spa : voyage au Pays du bien-être - Destination Yvelines,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,destination-yvelines.fr,S3,https://www.destination-yvelines.fr/weekend-spa-yvelines,,,https://www.destination-yvelines.fr/weekend-spa-yvelines
candidate,90,yoga,2 cours d'1h/sem 2 211 € +​ 26 € 1 cours d'1h et 1 cours d'1h30 2 ​ 226 € +​ 31 € 2 cours d'1h30 2,,venue_venue_combagneux.org_tarifs 2022_bagneux,to_contact,0,,studio_yoga,Bagneux,0.68,,,tarifs_2022_bagneux,92,,,rental_possible: TARIF | price: 149 €,90,1/5,ai_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,None,None,"address, postal_code, phone, email, capacity, rental_restrictions",Tarifs 2022,1,official_rental_page,0,,no,,,,0.85,possible,0.68,combagneux.org,S4,https://www.combagneux.org/tarifs-yoga.html,,,https://www.combagneux.org/tarifs-yoga.html
candidate,75,danse,8 rue Camille-Desmoulins 94234 Cachan Cedex +33 1 49 69 69 69 Carte interactive Horaires d'ouver,,venue_venue_ville-cachan.fr_complexe sportif jesse owens_cachan,to_contact,0,,"studio_de_danse, salle_polyvalente",Cachan,0.85,,,complexe_sportif_jesse_owens_cachan,94,,,rental_possible: location salle,75,0/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,48.794344,2.334371,"address, postal_code, phone, email, price, capacity, rental_restrictions",Complexe sportif Jesse Owens,1,municipal_facility_page,0,,no,,,,0.85,possible,0.85,ville-cachan.fr,S3,https://ville-cachan.fr/annuaire-des-equipements/complexe-sportif-jesse-owens,,,https://ville-cachan.fr/annuaire-des-equipements/complexe-sportif-jesse-owens
candidate,75,reunion,8 rue Camille-Desmoulins 94234 Cachan Cedex +33 1 49 69 69 69 Carte interactive Horaires d'ouver,,venue_venue_ville-cachan.fr_maison des associations et initiatives citoyennes_cachan,to_contact,0,,"salle_polyvalente, salle_de_reunion",Cachan,0.85,,,maison_des_associations_et_initiatives_citoyennes_cachan,94,,,rental_possible: location salle,75,0/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,48.794344,2.334371,"address, postal_code, phone, email, price, capacity, rental_restrictions",Maison des associations et initiatives citoyennes,1,municipal_facility_page,0,,no,,,,0.85,possible,0.85,ville-cachan.fr,S3,https://ville-cachan.fr/maison-des-associations-et-initiatives-citoyennes,,,https://ville-cachan.fr/maison-des-associations-et-initiatives-citoyennes
candidate,55,yoga,35 av Clément Perrière 92320 Châtillon QUARTIER : LE STADE - JOLIOT-CURIE Espace Maison-Blanche,,venue_venue_omeps-chatillon.com_espace yoga_châtillon,new,0,,studio_yoga,Châtillon,0.3,,,espace_yoga_châtillon,92,,,,55,0/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.808266,2.288466,"address, postal_code, phone, email, price, capacity, rental_restrictions",ESPACE YOGA,1,official_venue_page,0,,yes,,,,0.3,unclear,0.3,omeps-chatillon.com,S3,https://omeps-chatillon.com/association/espace-yoga,,,https://omeps-chatillon.com/association/espace-yoga
candidate,80,sport,Rue Germaine 92220 Bagneux,,venue_venue_sports.gouv.fr_janine_bagneux,to_contact,0,288m²,unknown,Bagneux,0.77,,,janine_bagneux,92,,,rental_possible: location salle,80,1/5,ai_extracted,2026-06-20,municipal_facility_page,in_scope,no,2026-06-20,48.785853,2.307795,"address, postal_code, phone, email, price, rental_restrictions",Janine,1,municipal_facility_page,0,,no,,,,0.85,possible,0.77,sports.gouv.fr,S3,https://www.sports.gouv.fr/en/halle-des-sports-janine-jambu,,,https://www.sports.gouv.fr/en/halle-des-sports-janine-jambu
candidate,55,"yoga, pilates",Boulevard du Général de Gaulle,,venue_venue_masalledesport.com_guide n1 des salles de sport a montrouge_montrouge,new,0,,studio_yoga,Montrouge,0.55,,,guide_n°1_des_salles_de_sport_à_montrouge_montrouge,92,,,address: Boulevard du Général de Gaulle,55,1/5,ai_extracted,2026-06-20,official_venue_page,in_scope,no,2026-06-20,48.816083,2.309954,"phone, email, price, capacity, rental_restrictions",Guide n°1 des Salles de Sport à Montrouge,1,official_venue_page,0,,yes,,,,0.3,unclear,0.55,masalledesport.com,S3,"https://www.masalledesport.com/salle-de-sport,a,montrouge",,,"https://www.masalledesport.com/salle-de-sport,a,montrouge"
